,Ticker,SimFinId,IndustryId,Fiscal Year,EPS,PE,EPS Growth Rate,PEG,Market Cap,Price to Book,Debt to Equity,Change in Working Capital,"Selling, General & Administrative",Research & Development,Adj. Close
56,AAPL,111052.0,101001.0,2010.0,0.541210977811779,18.29231188182402,0.6690552230776968,27.340511292443416,256330166400.0,5.363565658806051,0.5731623108953569,1236000000.0,-5517000000.0,-1782000000.0,9.9
57,AAPL,111052.0,101001.0,2012.0,1.5766190861389444,10.459089417966595,1.913132125504034,5.46699795509996,436489178679.99994,3.6924894567295485,0.48941713898993316,-299000000.0,-10040000000.0,-3381000000.0,16.49
58,AAPL,111052.0,101001.0,2013.0,1.419774553432468,12.551288482328482,-0.09948156411741806,-126.16697971811341,464862071520.0,3.7625725139013673,0.6754486074351067,6478000000.0,-10830000000.0,-4475000000.0,17.82
59,AAPL,111052.0,101001.0,2014.0,1.6132686055071135,15.533681071121235,0.1362850542762944,113.97934390978325,613735739120.0,5.502037160300143,1.0783974468161404,7047000000.0,-11993000000.0,-6041000000.0,25.06
60,AAPL,111052.0,101001.0,2015.0,2.3042190590169045,10.545872322732892,0.42829225781195823,24.623074852226395,563086306800.0,4.717743762724645,1.432616982950023,11647000000.0,-14329000000.0,-8067000000.0,24.3
61,AAPL,111052.0,101001.0,2018.0,2.9764851126245446,12.897763149283568,0.2917544019857481,44.20760427777063,767816738040.0,7.1660124692245235,2.4133013523477094,34250000000.0,-16705000000.0,-14236000000.0,38.39
62,AAPL,111052.0,101001.0,2019.0,2.9714473039181417,24.41571146300854,-0.0016925361679235064,-14425.518299536865,1349114552600.0,14.90932004906728,2.7410043320661304,-4140000000.0,-18245000000.0,-16217000000.0,72.55
63,AAWW,762204.0,100010.0,2010.0,5.435832566697332,10.270735773217686,,,1456493040.0,1.3870173413707396,0.8437486310697179,29602000.0,,,55.83
64,AAWW,762204.0,100010.0,2012.0,4.893856642434743,9.056252203160236,-0.0997043079625021,-90.8311023688787,1176651680.0,0.9134756820877817,1.4475391738555272,-30411000.0,,,44.32
65,AAWW,762204.0,100010.0,2013.0,3.661645920318414,11.238115562091712,-0.2517872533150648,-44.633377639769975,1054551050.0,0.7976182660489742,1.8123354448331286,51087000.0,,,41.15
66,AAWW,762204.0,100010.0,2014.0,4.248696621164484,11.60355854885394,0.16032426772576105,72.37555931770814,1238761100.0,0.8737237047669092,1.826414961260267,12314000.0,,,49.3
67,AAWW,762204.0,100010.0,2015.0,0.29123031417379486,141.94950864671975,-0.9314541987481387,-152.39558621078513,1034244120.0000001,0.7112200596486138,1.8637406708784245,144577000.0,,,41.34
68,AAWW,762204.0,100010.0,2018.0,9.567094515752625,4.409907305768996,31.85061358702981,0.13845596078452932,1193175390.0,0.5769807356414328,1.6764450444978733,-58809000.0,,,42.19
69,AAWW,762204.0,100010.0,2019.0,-11.348652625058076,-2.4293632831024214,-2.1862172581625527,1.1112176861801124,712077960.0,0.3973252448555641,2.005079849724832,-137174000.0,,,27.57
73,ABAX,36105.0,106001.0,2010.0,0.6359699011287077,39.45155258994291,,,573507220.0,3.40061678762867,0.11628954983160192,-7699000.0,-45347000.0,-11973000.0,25.09
74,ABAX,36105.0,106001.0,2012.0,1.226888878959832,29.01648275610911,0.9291618625069712,31.228663085481955,796763600.0,4.522081342156941,0.1451184489823717,-8973000.0,-56625000.0,-13577000.0,35.6
75,ABAX,36105.0,106001.0,2013.0,0.6283499446290144,61.09652802255904,-0.4878509737884857,-125.23604810728175,866654250.0,4.469225076837393,0.12100084572701582,9226000.0,-46075000.0,-13647000.0,38.39
76,ABAX,36105.0,106001.0,2014.0,1.1994119454074692,45.75575573524569,0.9088279638754754,50.345893341718295,1250550560.0,5.679312606156389,0.22194065233385105,989000.0,-58339000.0,-16327000.0,54.88
77,ABAX,36105.0,106001.0,2015.0,1.3822488310099201,39.21146380018969,0.1524387732692931,257.2276262740587,1240258600.0,5.248394495412844,0.14839703442905988,-21633000.0,-58510000.0,-18388000.0,54.2
81,ABBV,61199.0,106005.0,2013.0,2.57356608478803,15.053042635658915,,,62138960000.0,13.833250222617988,5.5,658000000.0,-5352000000.0,-2855000000.0,38.74
82,ABBV,61199.0,106005.0,2014.0,1.101863354037267,44.98742953776775,-0.5718534835572248,-78.66950334537205,79807700000.0,45.813834672789895,14.793915040183697,-788000000.0,-7724000000.0,-3297000000.0,49.57
83,ABBV,61199.0,106005.0,2015.0,3.1423335369578496,14.756549377916018,1.851835960824204,7.968605043909106,75907690000.0,19.241493029150824,12.447401774397973,504000000.0,-6387000000.0,-4285000000.0,46.37
